Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,7.85%,-17.61%,62.4%
,ebitda margin growth,-37.79%,1.55%,10.6%,3.75%
,net income growth,-40.92%,-4.63%,22%,21%
,revenue growth,-14.98%,5.86%,17%,19%
,roce,-40.21%,-17.72%,-12.08%,22.91%
,roe,-40.9%,-18.66%,19.42%,-16.45%
