Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-24.14%,-31.68%,—
,ebitda margin growth,-17.18%,-24.32%,-22.4%,10.9%
,net income growth,-26.6%,-36.54%,14%,25%
,revenue growth,-3.88%,-14.13%,0%,11%
,roce,-24.84%,-49.23%,-52.43%,15.98%
,roe,-26.59%,-43.43%,12.61%,37.16%
