Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,104.66%,347.18%,234.48%
,ebitda margin growth,21.49%,22.05%,36.62%,19.65%
,net income growth,27.91%,74.91%,41%,17%
,revenue growth,11.81%,24.84%,24%,21%
,roce,25.44%,37.85%,69.73%,16.74%
,roe,27.94%,45.26%,13.84%,48.69%
