Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,925,1161,1079,1137,1116,1294,1304,1506,1494,1547,1504,1684
Expenses,804,1018,959,990,955,1111,1127,1274,1256,1280,1219,1335
Operating Profit,121,143,120,147,162,183,178,232,238,267,284,349
OPM %,13,12,11,13,14,14,14,15,16,17,19,21
Other Income,4,6,2,2,1,1,3,-5,3,-7,10,9
Interest,12,18,17,16,17,20,22,16,16,16,15,12
Depreciation,26,32,32,33,36,36,36,36,37,37,42,41
Profit before tax,86,99,74,100,110,129,123,175,187,206,237,305
Tax %,25,24,27,25,27,26,25,25,25,25,24,25
Net Profit,65,75,54,75,81,95,92,131,140,155,179,230
EPS in Rs,4.85,5.62,4.03,5.64,6.03,7.14,6.88,9.75,10.42,11.57,13.4,17.14
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,1797,2063,2395,2374,2859,3133,4106,4843,6037,6228,,
Expenses,1526,1713,2023,1965,2457,2775,3599,4169,5015,5090,,
Operating Profit,270,351,372,409,402,359,507,674,1022,1138,,
OPM %,15,17,16,17,14,11,12,14,17,18,,
Other Income,27,13,-15,14,7,25,15,5,1,15,,
Interest,69,36,32,22,13,22,60,74,65,60,,
Depreciation,41,42,53,54,65,71,114,140,153,158,,
Profit before tax,188,286,273,347,332,291,348,465,805,935,,
Tax %,34,34,17,24,25,24,25,26,25,—,,
Net Profit,124,194,229,277,263,220,262,346,604,704,,
EPS in Rs,9.3,14.55,17.16,20.75,19.69,16.48,19.61,25.83,45.14,52.53,,
Dividend Payout %,11,8,12,12,15,18,15,15,20,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,27,27,27,27,27,27,27,27,27,27,,
Reserves,1018,1130,1309,1516,1766,2000,2181,2413,2727,3289,,
Borrowings,799,592,337,400,288,202,754,818,750,498,,
Other Liabilities,392,498,581,540,543,555,762,846,1163,1181,,
Total Liabilities,2235,2247,2253,2483,2624,2784,3724,4104,4668,4995,,
Fixed Assets,704,685,714,743,810,821,1234,1700,1811,1910,,
CWIP,2,20,16,18,38,30,327,54,23,76,,
Investments,220,220,176,178,184,175,191,198,198,240,,
Other Assets,1309,1321,1347,1543,1592,1757,1971,2152,2635,2769,,
Total Assets,2235,2247,2253,2483,2624,2784,3724,4104,4668,4995,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,250,316,309,60,370,222,239,166,363,743,,
Cash from Investing Activity,5,-21,-7,-67,-76,-108,-705,-226,-171,-266,,
Cash from Financing Activity,-234,-293,-226,9,-183,-134,487,24,-237,-446,,
Net Cash Flow,21,2,76,2,111,-20,21,-36,-46,30,,
Free Cash Flow,232,272,237,-20,241,86,-466,-60,189,504,,
CFO/OP,124,130,110,39,109,78,87,47,67,90,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,137,128,114,125,107,96,96,87,89,72,,
Inventory Days,199,231,270,209,283,234,292,211,246,221,,
Days Payable,0,159,183,148,151,102,112,123,148,117,,
Cash Conversion Cycle,336,201,201,187,239,228,277,175,187,177,,
Working Capital Days,20,44,76,85,104,109,75,67,72,71,,
ROCE %,10,14,19,18,18,16,12,13,16,24,,
