Item,Indicator,Value,Signal
,SMA (10),122.56,Sell
,EMA (10),122.15,Sell
,SMA (20),124.19,Sell
,EMA (20),124.34,Sell
,SMA (50),130.62,Sell
,EMA (50),127.62,Sell
,SMA (100),129.22,Sell
,EMA (100),128.27,Sell
,SMA (200),124.23,Sell
,EMA (200),128.86,Sell
,Indicator,Value,Signal
,---,---,---
,RSI (14),27.28,Buy
,"MACD (12,26,9)",-2.75,Sell
,"Stochastic (14,3,3)",5.7,Buy
,ADX (14),31,Buy
,Williams %R (14),-94.74,Buy
,ATR (14),2.45,Neutral
,ROC (12),-4.88,Sell
,Stoch RSI (14),0,Buy
,"UO (7,14,28)",38.58,Neutral
