Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-8.43%,—,—
,ebitda margin growth,-74.37%,-16.65%,—,—
,net income growth,-79.69%,-10.95%,30%,57%
,revenue growth,-23.17%,8.08%,16%,18%
,roce,-74.17%,-19.92%,—,—
,roe,-79.69%,-19.59%,—,—
