Item,Metric,QoQ,1Y,3Y,5Y
,ebitda margin growth,20.79%,-5.16%,-11.32%,-3.7%
,net income growth,20.82%,80.84%,64%,90%
,revenue growth,5.65%,90.12%,70%,73%
,roce,—,34.62%,57.39%,42.16%
,roe,—,32.37%,22.64%,-43.75%
