Item,Indicator,Value,Signal
,SMA (10),1203.94,Buy
,EMA (10),1209.27,Buy
,SMA (20),1206.39,Buy
,EMA (20),1226.64,Buy
,SMA (50),1305.66,Sell
,EMA (50),1260.74,Sell
,SMA (100),1286.66,Sell
,EMA (100),1223.83,Buy
,SMA (200),1041.27,Buy
,EMA (200),1108.13,Buy
,Indicator,Value,Signal
,---,---,---
,RSI (14),48.32,Neutral
,"MACD (12,26,9)",-26.9,Buy
,"Stochastic (14,3,3)",60.97,Neutral
,ADX (14),12.92,Neutral
,Williams %R (14),-17.1,Sell
,ATR (14),54.04,High Volatility
,ROC (12),4.48,Buy
,Stoch RSI (14),100,Sell
,"UO (7,14,28)",60.75,Neutral
