Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,60.22%,16.13%,618.53%
,ebitda margin growth,23.52%,7.13%,-10.59%,16.27%
,net income growth,31.54%,18.47%,2%,7%
,revenue growth,14.59%,5.31%,1%,10%
,roce,28.11%,1.79%,-30.77%,28.8%
,roe,31.54%,7.95%,22.35%,-8.15%
