Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-79.33%,-80.8%,-8.69%
,ebitda margin growth,-49.91%,-49.79%,-49.93%,-26.75%
,net income growth,-85.39%,-107.1%,232%,101%
,revenue growth,-10.14%,-8.09%,-1%,6%
,roce,-70.05%,-96.4%,-96.99%,8.58%
,roe,-85.39%,-107.34%,16.5%,-94.96%
