Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
FIIs,24.13%,24.13%,58.1%,57.87%,58.07%,58.52%,60.57%,62.59%,61.82%,61.94%,61.49%,61.96%
DIIs,15.5%,15.58%,18.57%,18.14%,18.08%,18.64%,17.87%,16.64%,16.96%,17.28%,17.12%,16.37%
Government,0.03%,0.03%,0.03%,0%,0%,0%,0.05%,0.06%,0.05%,0.05%,0.06%,0.06%
Public,18.49%,17.25%,16.43%,17.04%,17.39%,16.69%,16.39%,15.93%,16.38%,16.01%,16.41%,16.32%
Others,41.85%,43.01%,6.86%,6.95%,6.46%,6.15%,5.13%,4.79%,4.79%,4.73%,4.92%,5.28%
No. of Shareholders,259172,238806,227423,218658,221761,218928,223938,219740,250955,242936,253694,241094
