Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-151.04%,-110.32%,—
,ebitda margin growth,24.31%,-22.66%,-19.34%,-23.73%
,net income growth,-8.57%,27.02%,-2%,19%
,revenue growth,4.43%,63.3%,14%,24%
,roce,21.32%,-11.11%,-28.21%,10.3%
,roe,-8.54%,-9.11%,6.52%,16.11%
