Item,Date,Document
,2026-08-26,[Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=04435d5c-bef4-4627-8d40-4013afac7114.pdf)
,2026-08-20,[Receipt Of Order From The Insurance Regulatory And Development Authority Of India (IRDAI)](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=53f0ac92-8ef7-4be7-ac44-48b95943b440.pdf)
,2026-08-20,[Announcement under Regulation 30 (LODR)-Credit Rating](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a56d8d61-d013-454f-af91-47c0ebff6524.pdf)
,2026-08-13,[Shareholder Meeting / Postal Ballot-Scrutinizers Report](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3534fff9-5d07-4aa0-b102-677ad265586c.pdf)
,2026-08-12,[Shareholder Meeting / Postal Ballot-Outcome of AGM](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b3203e15-dbd7-4fc4-b8fa-5c48f94a38c2.pdf)
,2026-08-11,[Receipt Of Approval From Insurance Regulatory And Development Authority Of India (IRDAI) For Appointment Of Mr. Ashwani Bhatia (DIN: 07423221) As The Chairperson Of Niva Bupa Health Insurance Company Limited (The Company)](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b7cca042-a1ba-4bc2-a53a-3f37d5f6c04a.pdf)
,2026-08-03,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=57bd72c2-5ae1-493e-848d-4fc4e49da407.pdf)
,2026-07-30,[Board Meeting Outcome for Outcome Of Board Meeting Held On July 30 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fe55e7b0-d264-40aa-9c9f-78011077b42b.pdf)
,2026-07-30,[Announcement under Regulation 30 (LODR)-Issue of Securities](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9c90be14-709b-4d52-87c5-a10eb10bd018.pdf)
,2026-07-30,[Announcement under Regulation 30 (LODR)-Press Release / Media Release](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ca5afb32-5057-4e12-9fa4-9185896937fc.pdf)
,Date,Document
,---,---
,2026-08-03,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f559ce65-88d3-4610-b9cd-8dbf00355859.pdf)
,2026-05-13,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b1111d55-b08b-40ba-a4cd-494f3c7c62d4.pdf)
,2026-02-03,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=90f2422c-2878-4ced-89be-fe5efbaca4dc.pdf)
,2025-11-06,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8a372621-6924-41e7-a02c-57476179440b.pdf)
,2025-08-05,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=53821603-b4ad-42a9-9abc-698492f0cee4.pdf)
