Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,793,690,720,728,643,523,666,665,729,642,816,842
Expenses,823,703,730,615,533,531,627,622,686,600,955,698
Operating Profit,-30,-13,-10,113,110,-8,39,43,43,42,-139,144
OPM %,-3.8,-1.9,-1.4,16,17,-1.5,6,6,6,7,-17,17
Other Income,1045,63,72,194,168,19,57,150,89,81,55,97
Interest,4,4,3,3,4,2,2,2,3,2,18,4
Depreciation,19,21,22,20,22,23,25,24,24,24,23,23
Profit before tax,992,25,37,284,252,-14,69,167,105,97,-125,214
Tax %,19,32,57,17,23,50,29,20,28,31,-16,20
Net Profit,802,17,16,236,194,-21,49,133,76,67,-105,171
EPS in Rs,41.15,0.92,0.82,12.13,9.98,-1.02,2.56,6.86,3.94,3.48,-5.32,8.8
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,3266,7858,3094,1958,3027,3181,2950,2560,2852,3029,,
Expenses,1821,2838,3180,2173,2568,2869,3093,2307,2650,2939,,
Operating Profit,1445,5020,-86,-215,458,312,-143,253,202,90,,
OPM %,44,64,-2.8,-11,15,10,-4.9,10,7,3,,
Other Income,88,155,174,316,294,80,1258,438,162,322,,
Interest,8,12,18,6,5,13,17,11,25,27,,
Depreciation,52,62,51,52,55,57,80,90,95,94,,
Profit before tax,1473,5101,19,43,693,322,1017,591,244,291,,
Tax %,30,33,-134,175,27,38,21,22,30,—,,
Net Profit,1032,3396,45,-32,505,199,805,458,171,209,,
EPS in Rs,52.82,173.8,2.3,-1.64,25.83,10.2,41.36,23.65,8.97,10.9,,
Dividend Payout %,32,32,87,-305,39,83,27,47,78,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,39,39,39,39,39,39,39,39,39,39,,
Reserves,1818,2693,5312,4515,4503,4908,4925,5572,5827,5820,,
Borrowings,259,272,360,416,225,436,432,177,173,368,,
Other Liabilities,444,727,1191,608,760,915,1112,1002,1188,1350,,
Total Liabilities,2560,3731,6902,5578,5527,6297,6508,6790,7227,7577,,
Fixed Assets,667,702,664,637,640,691,789,948,1094,1153,,
CWIP,32,8,17,35,80,142,127,145,65,61,,
Investments,631,1208,2590,2067,2804,2494,2322,3569,4024,4063,,
Other Assets,1230,1813,3631,2839,2003,2971,3270,2128,2044,2300,,
Total Assets,2560,3731,6902,5578,5527,6297,6508,6790,7227,7577,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,260,760,2323,253,584,-488,-160,680,500,83,,
Cash from Investing Activity,-226,-552,-1287,549,-519,222,328,-239,-202,-123,,
Cash from Financing Activity,-39,-179,-676,-839,-199,105,-213,-427,-226,-46,,
Net Cash Flow,-5,29,360,-37,-134,-162,-45,14,72,-86,,
Free Cash Flow,174,702,2286,208,510,-576,-328,1396,343,-169,,
CFO/OP,765,83,75,-455,-296,-45,-153,-587,234,18,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,110,92,40,48,63,65,63,65,67,85,,
Inventory Days,376,372,531,267,312,541,628,252,376,321,,
Days Payable,135,195,159,33,71,141,82,30,84,80,,
Cash Conversion Cycle,350,269,412,282,305,464,609,287,359,327,,
Working Capital Days,133,88,82,167,127,175,192,118,84,62,,
ROCE %,4,58,119,1,1,14,7,1,10,5,,
