Item,Indicator,Value,Signal
,SMA (10),377.78,Buy
,EMA (10),377.91,Buy
,SMA (20),377.31,Buy
,EMA (20),378.85,Buy
,SMA (50),385.87,Buy
,EMA (50),386.04,Buy
,SMA (100),400.03,Sell
,EMA (100),396.03,Sell
,SMA (200),415.35,Sell
,EMA (200),400.71,Sell
,Indicator,Value,Signal
,---,---,---
,RSI (14),55.8,Neutral
,"MACD (12,26,9)",-2.08,Buy
,"Stochastic (14,3,3)",41.33,Neutral
,ADX (14),18.01,Neutral
,Williams %R (14),-12.87,Sell
,ATR (14),9.59,Neutral
,ROC (12),2.73,Buy
,Stoch RSI (14),100,Sell
,"UO (7,14,28)",49.4,Neutral
