Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,29.67%,29.57%,29.44%,28.33%,28.32%,28.31%,28.31%,28.31%,28.3%,28.27%,28.25%,28.25%
FIIs,28.66%,29.25%,30.69%,31.55%,31.94%,31.72%,31.78%,33.05%,33.72%,33.12%,37.51%,35.11%
DIIs,11.13%,13.76%,14.06%,14.9%,15.9%,16.5%,16.74%,16.83%,18.91%,19.91%,16.05%,18.59%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,14.67%,13.75%,12.58%,11.36%,11.25%,10.51%,10.44%,9.74%,8.11%,7.83%,7.57%,7.53%
Others,15.87%,13.68%,13.23%,13.86%,12.59%,12.95%,12.73%,12.07%,10.96%,10.86%,10.62%,10.52%
No. of Shareholders,191718,205845,203720,194192,217648,194598,185524,183416,164361,159316,158128,158947
