Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,608,664,727,773,738,758,836,1056,1127,1051,1224,1200
Expenses,498,554,609,643,601,634,673,897,930,866,1033,1007
Operating Profit,110,111,118,130,137,124,163,159,197,185,192,194
OPM %,18,17,16,17,19,16,20,15,18,18,16,16
Other Income,1,1,4,1,1,3,4,2,1,3,2,3
Interest,18,23,21,21,27,31,34,34,33,32,30,29
Depreciation,23,22,31,23,24,25,27,34,39,39,40,39
Profit before tax,70,67,70,87,87,72,106,94,127,116,123,129
Tax %,13,5,7,18,15,12,4,23,21,14,7,9
Net Profit,61,63,65,71,74,63,102,72,101,100,115,117
EPS in Rs,4.57,4.76,4.88,5.35,5.54,4.72,7.63,5.43,7.55,7.51,8.58,8.75
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,1138,1081,1139,1242,1462,2071,2654,3106,4457,4602,,
Expenses,899,836,853,945,1131,1671,2208,2551,3723,3835,,
Operating Profit,239,245,286,298,331,400,445,555,734,767,,
OPM %,21,23,25,24,23,19,17,18,16,17,,
Other Income,5,3,4,3,4,3,6,8,7,9,,
Interest,8,8,18,17,16,34,78,113,129,124,,
Depreciation,34,32,47,49,57,64,98,98,152,157,,
Profit before tax,202,209,225,235,261,305,276,352,461,496,,
Tax %,27,26,26,22,22,7,9,12,16,—,,
Net Profit,148,155,166,182,204,284,250,310,388,433,,
EPS in Rs,11.14,11.64,12.47,13.7,15.36,21.35,18.73,23.24,29.07,32.39,,
Dividend Payout %,22,30,40,29,33,26,24,22,20,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,27,27,27,27,27,27,27,27,27,27,,
Reserves,602,713,812,902,1061,1224,1471,1647,1941,2318,,
Borrowings,142,311,416,469,559,655,920,1622,1815,1324,,
Other Liabilities,78,83,166,112,142,164,180,240,459,657,,
Total Liabilities,848,1134,1422,1509,1788,2070,2597,3536,4241,4326,,
Fixed Assets,393,371,383,724,798,882,1257,1252,1622,2027,,
CWIP,0,226,424,100,149,160,54,501,450,3,,
Investments,2,1,1,1,0,0,0,0,0,3,,
Other Assets,453,535,613,684,841,1028,1286,1783,2169,2293,,
Total Assets,848,1134,1422,1509,1788,2070,2597,3536,4241,4326,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,102,145,162,91,171,116,173,55,290,858,,
Cash from Investing Activity,-20,-247,-175,-88,-153,-192,-307,-527,-415,18,,
Cash from Financing Activity,-84,129,42,-37,64,9,164,559,53,-757,,
Net Cash Flow,-2,27,29,-35,82,-67,30,86,-72,120,,
Free Cash Flow,84,-78,-80,2,16,-74,-159,-458,-128,788,,
CFO/OP,67,84,89,50,66,47,52,19,57,123,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,61,58,79,86,88,80,78,68,81,67,,
Inventory Days,121,97,123,170,198,262,187,185,208,131,,
Days Payable,8,5,35,16,13,23,24,23,44,32,,
Cash Conversion Cycle,174,150,168,240,272,319,241,230,246,166,,
Working Capital Days,81,89,43,103,59,77,58,40,42,41,,
ROCE %,27,23,19,18,17,16,16,12,13,16,,
