Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,0.82%,26.94%,21.81%
,ebitda margin growth,70.57%,2.05%,2.46%,-3.68%
,net income growth,-35.03%,48.19%,20%,14%
,revenue growth,1.33%,-0.56%,2%,11%
,roce,137.17%,-6.3%,-10.14%,9.58%
,roe,-35.03%,34.06%,12.37%,27.79%
