Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,77.62%,80.1%,66.5%
,ebitda margin growth,12.87%,-2%,5.57%,43.27%
,net income growth,13.69%,5.61%,51%,59%
,revenue growth,7.37%,11.07%,28%,27%
,roce,15.15%,18.19%,71.25%,15.83%
,roe,13.71%,30.86%,21.09%,-182.31%
