Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,73.15%,88.49%,72.55%
,ebitda margin growth,-9.97%,8.13%,5.01%,0.8%
,net income growth,-19.19%,13.44%,14%,10%
,revenue growth,5.61%,19.86%,17%,13%
,roce,-13.28%,9.15%,6.84%,16.86%
,roe,-19.16%,6%,14.6%,-13.06%
