Item,Indicator,Value,Signal
,SMA (10),105.59,Sell
,EMA (10),104.76,Sell
,SMA (20),106.26,Sell
,EMA (20),106.15,Sell
,SMA (50),109.37,Sell
,EMA (50),109.19,Sell
,SMA (100),115.02,Sell
,EMA (100),112.85,Sell
,SMA (200),118.93,Sell
,EMA (200),117,Sell
,Indicator,Value,Signal
,---,---,---
,RSI (14),37.85,Neutral
,"MACD (12,26,9)",-1.7,Sell
,"Stochastic (14,3,3)",6.08,Buy
,ADX (14),16.83,Neutral
,Williams %R (14),-95.11,Buy
,ATR (14),3,Neutral
,ROC (12),-7.22,Sell
,Stoch RSI (14),0,Buy
,"UO (7,14,28)",38.38,Neutral
