Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-90.44%,-88.02%,-83.09%
,ebitda margin growth,-44.49%,1.65%,52.07%,-19.42%
,net income growth,-51.83%,32.95%,-8.5%,-6%
,revenue growth,-1.52%,12.4%,-13%,9%
,roce,273.13%,165.55%,-12.22%,-0.18%
,roe,51.84%,44.65%,-13.89%,212.5%
