Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,33.43%,66.09%,96.75%
,ebitda margin growth,-9.67%,5.44%,-2.78%,-12.88%
,net income growth,-13.4%,30.52%,13%,21%
,revenue growth,2.9%,22.18%,16%,21%
,roce,-11.45%,17.34%,17.01%,31.23%
,roe,-13.4%,17.48%,24.58%,3.45%
