Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,267.07%,307.06%,26.06%
,ebitda margin growth,1.08%,-1.28%,4.38%,16.69%
,net income growth,14.02%,32.32%,23%,51%
,revenue growth,4.39%,25.21%,18%,22%
,roce,9.3%,14.76%,18.22%,14.76%
,roe,14.02%,7.66%,16.21%,33.31%
