Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,105.19%,-2.17%,191.2%
,ebitda margin growth,17.03%,-41.92%,-31.92%,-116.14%
,net income growth,-47.13%,-30.55%,28%,17%
,revenue growth,16.74%,161.54%,97%,94%
,roce,17.5%,9.13%,67.84%,-0.97%
,roe,-47.13%,-32.18%,1.55%,-115.92%
