Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,93.48%,68.89%,295.24%
,ebitda margin growth,3.95%,0.36%,4.11%,25.81%
,net income growth,-3.8%,31.99%,28%,16%
,revenue growth,3.02%,15.49%,12%,9%
,roce,4.46%,11.15%,18.01%,25.63%
,roe,-3.8%,17.43%,23.34%,81.87%
