Item,Indicator,Value,Signal
,SMA (10),427.1,Sell
,EMA (10),425.23,Sell
,SMA (20),432.85,Sell
,EMA (20),429.99,Sell
,SMA (50),434.5,Sell
,EMA (50),430.93,Sell
,SMA (100),420.89,Sell
,EMA (100),431.92,Sell
,SMA (200),449.33,Sell
,EMA (200),439.19,Sell
,Indicator,Value,Signal
,---,---,---
,RSI (14),38.8,Neutral
,"MACD (12,26,9)",-4.44,Sell
,"Stochastic (14,3,3)",21.96,Neutral
,ADX (14),18.65,Neutral
,Williams %R (14),-77.56,Neutral
,ATR (14),10.02,Neutral
,ROC (12),-5.73,Sell
,Stoch RSI (14),30.8,Neutral
,"UO (7,14,28)",42.35,Neutral
