Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,1778,2009,2126,2167,2032,1903,2180,1890,1902,1975,2120,2578
Expenses,1476,1705,1825,1858,1734,1735,1863,1700,1698,1764,1744,2037
Operating Profit,302,305,301,309,298,169,317,190,204,211,376,540
OPM %,17,15,14,14,15,9,15,10,11,11,18,21
Other Income,17,14,99,19,21,21,23,25,20,-4,7,14
Interest,3,3,4,6,6,6,9,8,8,11,19,23
Depreciation,39,42,46,47,48,48,51,51,53,58,63,64
Profit before tax,277,274,349,275,264,135,279,155,163,138,301,468
Tax %,26,26,27,26,26,27,27,27,27,28,27,26
Net Profit,205,202,254,203,194,98,202,112,119,100,220,345
EPS in Rs,15.04,14.81,18.61,14.85,14.24,7.19,14.84,8.23,8.7,7.32,16.11,25.3
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,1651,2700,4230,4360,6802,7972,7682,8282,7887,8575,,
Expenses,1447,2278,3194,3108,5196,6680,6555,7187,6900,7243,,
Operating Profit,204,421,1035,1252,1607,1292,1127,1095,987,1331,,
OPM %,12,16,24,29,24,16,15,13,13,16,,
Other Income,7,11,29,20,42,46,156,84,44,36,,
Interest,47,87,118,77,36,27,15,31,49,61,,
Depreciation,53,78,140,153,178,166,166,195,225,237,,
Profit before tax,111,268,806,1042,1434,1146,1102,953,757,1070,,
Tax %,29,35,24,26,26,26,26,27,27,—,,
Net Profit,79,174,611,776,1067,852,811,697,551,783,,
EPS in Rs,5.79,12.73,44.8,56.88,78.2,62.47,59.45,51.12,40.36,57.43,,
Dividend Payout %,22,16,10,10,9,12,13,15,19,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,26,27,27,27,27,27,27,27,27,27,,
Reserves,689,895,1044,1545,2319,3311,4063,4769,5361,5810,,
Borrowings,724,987,1187,1107,590,315,73,286,1267,1638,,
Other Liabilities,350,684,677,538,630,779,967,1012,1053,1180,,
Total Liabilities,1789,2592,2935,3217,3567,4432,5129,6095,7708,8654,,
Fixed Assets,586,588,1716,1832,1864,1963,1942,2293,2457,3270,,
CWIP,349,955,34,172,220,122,301,774,1649,1828,,
Investments,118,32,2,2,189,439,379,122,511,213,,
Other Assets,736,1018,1183,1210,1293,1908,2508,2907,3091,3343,,
Total Assets,1789,2592,2935,3217,3567,4432,5129,6095,7708,8654,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,49,183,60,765,1002,824,650,874,625,539,,
Cash from Investing Activity,-353,-525,-163,-428,-396,-424,-276,-717,-1489,-669,,
Cash from Financing Activity,305,345,96,-338,-599,-386,-359,44,806,193,,
Net Cash Flow,1,4,-6,-1,7,14,15,200,-59,64,,
Free Cash Flow,-192,-438,-194,349,788,638,290,110,-494,-658,,
CFO/OP,47,103,28,93,99,73,70,101,77,74,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,96,91,78,53,63,61,60,62,56,70,,
Inventory Days,75,118,94,63,64,53,62,54,59,57,,
Days Payable,95,176,106,57,72,46,46,38,33,35,,
Cash Conversion Cycle,76,32,66,59,56,67,76,77,82,92,,
Working Capital Days,-49,-29,35,33,57,57,70,70,64,61,,
ROCE %,8,10,17,38,40,44,30,22,16,11,,
