Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,60.65%,92.94%,478.94%
,ebitda margin growth,-11%,5.51%,36.35%,-304.68%
,net income growth,-55.94%,-5.92%,26%,14%
,revenue growth,4.26%,15.95%,13%,24%
,roce,-36.81%,-1.5%,-270.13%,-3.95%
,roe,-55.93%,-8.72%,0.19%,-109.25%
