Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,15.18%,-15.12%,41.96%
,ebitda margin growth,-28.65%,9.48%,-4.35%,-25.45%
,net income growth,-79.3%,158.11%,-54%,-48%
,revenue growth,-14.98%,5.97%,3%,11%
,roce,-49.37%,62.65%,35.48%,7.96%
,roe,-79.27%,137.5%,5.86%,-36.57%
