Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-10.27%,-11.02%,18.2%
,ebitda margin growth,2.8%,-8.24%,-6.85%,-13.73%
,net income growth,3.03%,-4.29%,6%,9%
,revenue growth,1.86%,10.15%,9%,12%
,roce,4.21%,-11.77%,-2.58%,27.62%
,roe,3.03%,-11.33%,23.37%,1.51%
