Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,10838,12165,11555,11932,13247,13169,12646,13133,15735,16204,17832,21689
Expenses,8708,9750,9271,9562,11174,10418,10289,10340,12906,12475,14757,17161
Operating Profit,2130,2415,2284,2370,2073,2751,2358,2793,2829,3730,3075,4528
OPM %,20,20,20,20,16,21,19,21,18,23,17,21
Other Income,552,356,444,335,399,348,392,509,576,359,1894,688
Interest,7,12,30,47,75,120,147,224,287,314,344,387
Depreciation,92,93,93,95,98,102,119,118,119,119,289,405
Profit before tax,2584,2666,2606,2564,2299,2876,2484,2961,2999,3656,4336,4423
Tax %,22,24,23,24,40,24,27,25,29,25,19,28
Net Profit,2020,2033,2011,1942,1385,2196,1802,2210,2122,2750,3492,3189
EPS in Rs,71.39,71.78,72.05,69.55,49.61,78.62,64.52,79.15,75.99,98.38,131.02,115.41
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,25210,30358,29919,27741,33145,36455,44870,50995,62905,71460,,
Expenses,20364,25160,24809,22803,27886,29991,36106,41440,49808,57299,,
Operating Profit,4846,5198,5109,4938,5259,6465,8765,9555,13097,14161,,
OPM %,19,17,17,18,16,18,20,19,21,20,,
Other Income,1404,2028,1832,1570,2671,1703,1700,1472,2668,3517,,
Interest,1,4,3,7,9,40,60,389,1169,1332,,
Depreciation,315,266,246,259,270,286,365,414,645,932,,
Profit before tax,5933,6956,6692,6241,7652,7842,10040,10224,13952,15414,,
Tax %,29,29,22,22,19,23,23,28,24,—,,
Net Profit,4219,4928,5212,4857,6166,6060,7708,7325,10574,11553,,
EPS in Rs,145.8,170.29,180.11,167.85,213.08,214.17,276.1,262.29,384.41,420.8,,
Dividend Payout %,41,35,67,83,66,65,29,80,39,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,289,289,289,289,289,289,283,279,279,280,,
Reserves,17567,20136,22944,21373,26984,29570,29079,28683,34909,38552,,
Borrowings,120,121,125,126,121,123,124,1912,9364,22713,,
Other Liabilities,3661,4595,5476,4722,6207,5129,5651,8470,9557,15369,,
Total Liabilities,21638,25141,28834,26510,33602,35111,35136,39344,54110,76914,,
Fixed Assets,2002,1878,1764,1699,1668,1836,2842,3217,3677,11961,,
CWIP,42,56,48,60,16,77,85,35,61,1521,,
Investments,15477,18895,20603,19914,24687,26634,26183,28087,28914,24642,,
Other Assets,4117,4312,6420,4837,7232,6564,6026,8005,21459,38790,,
Total Assets,21638,25141,28834,26510,33602,35111,35136,39344,54110,76914,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,3267,4328,2487,3850,3120,4197,5277,6558,-1406,2597,,
Cash from Investing Activity,-3610,-1954,-273,1766,-2869,276,1211,-72,-1053,-7018,,
Cash from Financing Activity,-190,-1885,-2074,-6247,-20,-4056,-7181,-6167,4230,5079,,
Net Cash Flow,-532,488,140,-630,231,417,-692,319,1771,658,,
Free Cash Flow,3070,4145,2379,3570,2866,3680,4304,5847,-2273,1885,,
CFO/OP,108,124,86,108,90,112,111,102,14,46,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,16,22,31,21,36,17,18,17,15,20,,
Inventory Days,18,16,16,18,28,18,22,19,22,54,,
Days Payable,56,68,63,56,85,54,58,64,66,76,,
Cash Conversion Cycle,-22,-31,-17,-16,-22,-19,-18,-28,-29,-1,,
Working Capital Days,-2,-21,-4,-9,0,-3,-9,-30,-6,22,,
ROCE %,35,31,30,30,25,23,27,34,28,28,,
