Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-132.36%,-138.24%,-137.65%
,ebitda margin growth,319.66%,-23.03%,-6.12%,9.65%
,net income growth,478.59%,16.39%,23%,30%
,revenue growth,40.09%,59.77%,15%,20%
,roce,367.38%,25.96%,8.43%,16.47%
,roe,478.59%,29.05%,14.74%,65.79%
