Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,37.68%,75.14%,—
,ebitda margin growth,11.97%,12.18%,14.13%,8.67%
,net income growth,20.41%,21.56%,47%,20%
,revenue growth,10.54%,13.09%,11%,10%
,roce,14.82%,11.88%,7.62%,12.76%
,roe,20.41%,1.84%,10.65%,14.15%
