Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,114.42%,41.28%,149.66%
,ebitda margin growth,-104.92%,53.15%,-5.64%,58.4%
,net income growth,-133.3%,93.78%,107%,16%
,revenue growth,29.39%,3.52%,-1%,15%
,roce,-130.3%,54.6%,-20.58%,20.14%
,roe,-133.3%,57.41%,25.9%,14.62%
