Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,28.85%,10.82%,-13%
,ebitda margin growth,-18.64%,4.41%,-4.17%,-29.44%
,net income growth,-20.63%,-1.39%,1%,5%
,revenue growth,8.62%,0.06%,-2%,6%
,roce,-21.25%,-18.11%,-34.33%,29.44%
,roe,-20.64%,-16.76%,16.91%,-68.15%
