Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-40.58%,-59.06%,-74.4%
,ebitda margin growth,-44.69%,-5.97%,5.09%,7.07%
,net income growth,-49.85%,-2.54%,25%,25%
,revenue growth,-32.31%,8.18%,20%,25%
,roce,-47.96%,-17.4%,-12.79%,36.44%
,roe,-49.85%,-17.82%,27.2%,-23.29%
