Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,1028,1105,1054,1145,1187,1146,1170,1303,1354,1375,1422,1626
Expenses,738,791,776,815,875,825,873,951,1026,993,1088,1202
Operating Profit,291,314,278,330,311,321,297,351,328,382,333,424
OPM %,28,28,26,29,26,28,25,27,24,28,23,26
Other Income,21,14,36,26,19,30,18,26,59,25,61,71
Interest,2,2,2,1,6,8,6,5,3,5,2,3
Depreciation,34,34,34,34,34,36,40,41,43,44,45,44
Profit before tax,276,291,278,322,290,307,269,331,341,359,347,447
Tax %,29,28,27,24,25,24,16,23,24,24,23,25
Net Profit,195,210,203,246,216,233,225,255,260,274,267,334
EPS in Rs,15.24,16.39,15.82,19.68,17.33,18.64,18.03,20.44,20.83,21.91,21.35,26.75
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,2126,2055,2588,2890,3341,3743,4209,4648,5453,5776,,
Expenses,1467,1489,1904,1889,2408,2934,3037,3379,3953,4309,,
Operating Profit,658,567,683,1001,933,808,1172,1269,1500,1467,,
OPM %,31,28,26,35,28,22,28,27,28,25,,
Other Income,24,21,88,24,112,74,85,85,67,217,,
Interest,0,1,12,8,10,6,7,21,16,14,,
Depreciation,60,72,96,116,125,131,135,144,173,176,,
Profit before tax,623,514,664,900,909,745,1114,1189,1378,1493,,
Tax %,25,25,30,27,22,21,27,23,23,—,,
Net Profit,469,387,468,654,713,588,816,920,1056,1135,,
EPS in Rs,35.5,29.56,35.73,50.38,55.63,45.89,63.7,73.68,84.52,90.84,,
Dividend Payout %,0,20,24,13,11,15,79,38,33,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,18,18,18,18,17,17,25,25,25,25,,
Reserves,1550,2024,2228,2581,2978,3247,3363,3542,3765,4502,,
Borrowings,1,2,36,75,31,25,36,35,47,260,,
Other Liabilities,254,383,383,619,702,711,1159,927,1067,1250,,
Total Liabilities,1823,2426,2664,3293,3729,4000,4582,4530,4904,6037,,
Fixed Assets,589,1053,1178,1472,1541,1512,1496,1479,1762,1867,,
CWIP,339,61,262,132,108,153,209,256,176,258,,
Investments,182,190,78,79,176,147,535,349,464,588,,
Other Assets,713,1122,1147,1610,1904,2188,2341,2446,2502,3324,,
Total Assets,1823,2426,2664,3293,3729,4000,4582,4530,4904,6037,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,609,281,375,457,576,562,792,785,1157,529,,
Cash from Investing Activity,-383,-256,-223,-224,-282,-74,-560,65,-377,-429,,
Cash from Financing Activity,-202,0,-147,-129,-318,-460,-108,-1051,-733,-168,,
Net Cash Flow,24,25,4,104,-24,28,124,-201,47,-68,,
Free Cash Flow,313,19,32,228,417,431,618,646,840,169,,
CFO/OP,110,64,87,89,81,86,117,94,117,59,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,59,79,82,109,93,111,103,108,93,124,,
Inventory Days,186,315,415,276,434,347,283,283,308,289,,
Days Payable,157,224,214,202,212,143,147,159,155,168,,
Cash Conversion Cycle,88,170,282,184,315,315,240,233,246,246,,
Working Capital Days,65,103,113,108,126,140,83,119,97,111,,
ROCE %,46,34,24,27,32,29,23,32,32,35,,
