Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,3.79%,46.79%,184.98%
,ebitda margin growth,55.76%,2.08%,7.12%,26.54%
,net income growth,73.6%,16.24%,24%,50%
,revenue growth,29.28%,9.48%,18%,27%
,roce,67.87%,-6.76%,-28.65%,22.92%
,roe,73.59%,-1.46%,20.31%,-12.77%
