Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-90.12%,-95.86%,668.59%
,ebitda margin growth,177.06%,-16.19%,6.6%,-7.13%
,net income growth,209.46%,18.42%,24%,6%
,revenue growth,78.1%,24.07%,-9%,10%
,roce,250.85%,-10.68%,0.32%,22.14%
,roe,209.38%,-0.69%,18.44%,-23.33%
