Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-19.37%,31.29%,181.25%
,ebitda margin growth,55.9%,-3.19%,-8.69%,12.56%
,net income growth,—,-59.42%,-19%,32%
,revenue growth,17.65%,1.08%,1%,16%
,roce,216.8%,-41.6%,-37.23%,15.78%
,roe,—,-59.93%,15.53%,48.06%
