Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-213.54%,-338.05%,-243.91%
,ebitda margin growth,-4.54%,-36.23%,-34.92%,-33.17%
,net income growth,-1.68%,-58.35%,7%,65%
,revenue growth,-13.18%,-19.21%,5%,16%
,roce,-6.11%,-8.13%,-27.02%,15.1%
,roe,-1.72%,-14.85%,12.68%,-594.2%
