Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,172,204,263,205,242,483,241,207,230,260,287,264
Expenses,111,139,193,154,181,399,160,151,161,169,166,171
Operating Profit,61,66,70,51,61,84,80,55,69,92,121,92
OPM %,35,32,27,25,25,17,33,27,30,35,42,35
Other Income,13,15,18,12,13,16,23,14,11,0,8,4
Interest,0,1,0,0,0,0,5,1,1,1,2,2
Depreciation,8,9,12,13,14,15,17,17,19,21,24,24
Profit before tax,66,70,76,51,59,84,82,51,60,70,103,71
Tax %,27,25,29,27,24,26,27,28,27,26,28,26
Net Profit,48,52,54,37,45,62,60,37,44,51,74,52
EPS in Rs,2.49,2.71,2.79,1.91,2.33,3.23,3.12,1.9,2.27,2.66,3.91,2.67
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,357,545,521,442,576,737,803,1171,985,1041,,
Expenses,320,507,461,312,377,516,554,894,648,668,,
Operating Profit,36,38,60,130,199,221,249,277,337,374,,
OPM %,10,7,12,29,35,30,31,24,34,36,,
Other Income,10,56,11,31,23,54,61,63,34,24,,
Interest,3,7,7,3,5,6,3,6,5,7,,
Depreciation,4,3,5,6,13,21,36,58,82,88,,
Profit before tax,39,85,60,152,204,248,271,276,284,304,,
Tax %,27,36,28,25,25,25,27,26,27,—,,
Net Profit,28,54,44,113,153,185,198,204,206,221,,
EPS in Rs,1.64,3.11,2.53,6.47,7.91,9.61,10.25,10.59,10.74,11.51,,
Dividend Payout %,18,10,6,31,38,31,39,42,42,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,17,17,17,17,17,19,19,19,19,19,,
Reserves,322,364,411,381,488,1358,1323,1450,1564,1673,,
Borrowings,3,16,64,10,1,1,1,5,3,73,,
Other Liabilities,137,181,217,211,277,309,361,559,509,554,,
Total Liabilities,480,578,709,620,784,1688,1704,2034,2095,2319,,
Fixed Assets,199,197,215,219,226,278,338,742,835,1031,,
CWIP,0,0,0,0,2,2,4,6,0,0,,
Investments,132,151,148,75,137,676,239,118,111,379,,
Other Assets,149,230,345,325,420,732,1124,1168,1149,909,,
Total Assets,480,578,709,620,784,1688,1704,2034,2095,2319,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,-4,-19,-36,79,190,94,93,93,331,100,,
Cash from Investing Activity,0,0,-6,-5,-136,-630,-154,32,-220,-110,,
Cash from Financing Activity,-3,9,38,-72,-49,677,-75,-85,-99,-31,,
Net Cash Flow,-7,-10,-4,2,4,142,-136,40,12,-41,,
Free Cash Flow,-6,-22,-48,71,168,22,-10,1,170,-114,,
CFO/OP,83,-24,-61,168,156,76,73,58,149,49,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,87,75,74,76,72,68,73,72,45,66,,
Inventory Days,—,—,—,—,1030,270,266,376,161,280,,
Days Payable,—,—,—,—,838,165,114,147,86,181,,
Cash Conversion Cycle,87,75,74,76,264,173,226,302,120,164,,
Working Capital Days,55,61,77,98,35,83,98,121,40,61,,
ROCE %,7,11,20,15,34,23,19,18,17,17,,
