Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-13.73%,-38.34%,-34.58%
,ebitda margin growth,44.74%,-6.83%,-15.33%,-45.57%
,net income growth,56.96%,-21.04%,-13%,-7%
,revenue growth,21.83%,-5.01%,0%,13%
,roce,53.17%,-24.81%,-48.26%,22.62%
,roe,56.94%,-27.06%,13.02%,-70.64%
