Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-42.45%,-6.28%,-33.31%
,ebitda margin growth,-34.04%,-6.86%,10.61%,-6.32%
,net income growth,-70.55%,38.91%,2%,15%
,revenue growth,-15.4%,9.34%,3%,12%
,roce,-45.07%,-4.99%,17.51%,8.4%
,roe,-70.55%,20.63%,12.3%,118.94%
