Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,1617,955,792,1631,1738,1057,1046,1915,1553,1106,1101,1835
Expenses,1312,827,695,1317,1554,1037,876,1566,1348,989,898,1467
Operating Profit,305,128,97,314,184,20,171,348,205,117,203,368
OPM %,19,13,12,19,11,1.9,16,18,13,11,18,20
Other Income,16,15,29,27,24,32,37,19,14,16,47,89
Interest,4,3,5,4,3,4,6,5,4,5,6,4
Depreciation,12,15,16,22,14,15,34,27,14,15,38,50
Profit before tax,306,124,105,316,190,34,168,335,200,113,206,402
Tax %,27,25,9,20,28,-2,15,17,24,15,21,20
Net Profit,223,93,96,254,136,34,143,279,153,96,162,322
EPS in Rs,49.6,20.72,21.36,56.56,30.33,7.61,31.89,62.01,33.98,21.29,36.07,71.56
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,2710,3167,3609,4261,4734,5140,5106,5473,5675,5595,,
Expenses,2300,2684,2883,3450,3923,4216,4147,4783,4801,4702,,
Operating Profit,410,483,726,812,812,924,959,691,874,893,,
OPM %,15,15,20,19,17,18,19,13,15,16,,
Other Income,39,51,-64,69,112,168,76,118,95,165,,
Interest,11,10,14,13,13,22,20,17,20,19,,
Depreciation,33,44,65,74,64,80,74,85,94,117,,
Profit before tax,404,480,583,794,847,990,941,707,855,922,,
Tax %,26,30,19,38,24,23,21,20,19,—,,
Net Profit,300,337,474,493,645,758,740,568,689,732,,
EPS in Rs,87.41,98.18,105.58,109.72,143.58,168.71,164.77,126.38,153.35,162.9,,
Dividend Payout %,21,18,24,105,104,77,85,99,98,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,35,34,34,45,45,45,45,45,45,45,,
Reserves,2021,1744,2205,2528,2505,2479,2667,2804,2806,2921,,
Borrowings,0,0,0,2,26,86,74,47,105,82,,
Other Liabilities,769,756,1310,1262,1663,1742,1893,1701,2290,2652,,
Total Liabilities,2825,2535,3549,3836,4239,4353,4679,4597,5246,5699,,
Fixed Assets,342,334,440,468,425,468,462,414,470,458,,
CWIP,24,36,47,56,76,98,109,119,119,127,,
Investments,50,0,0,41,52,38,41,54,35,57,,
Other Assets,2410,2164,3062,3270,3686,3749,4066,4010,4622,5056,,
Total Assets,2825,2535,3549,3836,4239,4353,4679,4597,5246,5699,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,157,121,433,666,687,216,609,952,262,1078,,
Cash from Investing Activity,-8,38,-113,-29,7,64,83,0,86,72,,
Cash from Financing Activity,-73,-581,-158,-148,-556,-703,-613,-656,-619,-624,,
Net Cash Flow,76,-421,162,489,138,-424,79,296,-272,527,,
Free Cash Flow,108,80,378,638,656,168,537,912,222,1014,,
CFO/OP,74,53,132,110,105,59,92,113,61,142,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,72,89,81,73,65,77,69,69,63,72,,
Inventory Days,178,175,294,206,226,235,268,222,319,289,,
Days Payable,67,67,164,101,142,127,129,87,148,167,,
Cash Conversion Cycle,184,197,211,177,149,185,208,204,234,193,,
Working Capital Days,104,134,116,77,61,84,86,78,88,56,,
ROCE %,23,22,25,30,31,31,34,34,25,29,,
