Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-33.53%,—,450.15%
,ebitda margin growth,-37.52%,0%,-0.28%,38.61%
,net income growth,-37.67%,33.19%,13%,20%
,revenue growth,-49.75%,7.52%,13%,13%
,roce,-37.84%,13.47%,43.21%,21.17%
,roe,-37.67%,10.64%,20.38%,88.03%
