Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,72.3%,72.41%,71.77%,71.77%,71.77%,71.77%,71.77%,71.77%,71.77%,71.77%,71.77%,71.77%
FIIs,12.47%,12.46%,12.7%,12.36%,12.66%,12.68%,12.04%,11.47%,10.33%,10.37%,9.66%,9.06%
DIIs,9.46%,9.48%,10.67%,11.06%,10.91%,10.91%,11.56%,12.01%,12.7%,12.87%,13.41%,13.47%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,4.53%,4.41%,4.27%,4.25%,4.11%,4.08%,4.05%,4.15%,4.56%,4.37%,4.52%,4.92%
Others,1.24%,1.24%,0.59%,0.57%,0.55%,0.55%,0.59%,0.61%,0.64%,0.61%,0.64%,0.78%
No. of Shareholders,2367000,2336020,2203210,2181390,2093960,2075120,2115090,2164290,2388230,2332280,2450090,2605180
