Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-30.82%,-51.63%,-620.86%
,ebitda margin growth,10.55%,4.39%,5.29%,47.67%
,net income growth,16.92%,14.25%,-7%,28%
,revenue growth,-8.97%,12.02%,15%,19%
,roce,10.75%,-6.31%,-17.29%,9.5%
,roe,16.93%,0.48%,10.99%,8.24%
