Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,12624,13572,12727,14069,14444,15973,14872,16360,16676,18101,17684,18795
Expenses,11619,12453,11783,12848,13351,14755,13917,15061,15463,16638,16473,17295
Operating Profit,1005,1120,944,1221,1094,1217,955,1299,1214,1463,1211,1499
OPM %,8,8,7,9,8,8,6,8,7,8,7,8
Other Income,37,33,38,42,34,24,25,19,20,17,18,26
Interest,16,15,13,16,16,18,19,29,35,37,41,54
Depreciation,174,189,205,193,208,228,241,232,253,268,284,288
Profit before tax,852,949,763,1054,903,995,720,1057,945,1175,904,1183
Tax %,27,27,26,27,27,27,24,27,28,27,27,27
Net Profit,623,690,563,774,659,724,551,773,685,856,656,860
EPS in Rs,9.58,10.61,8.66,11.89,10.14,11.12,8.47,11.88,10.53,13.15,10.07,13.19
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,15033,20005,24870,24143,30976,42840,50789,59358,68821,71256,,
Expenses,13680,18371,22742,22398,28474,39201,46683,54864,63632,65869,,
Operating Profit,1353,1633,2128,1745,2502,3639,4106,4495,5189,5387,,
OPM %,9,8,9,7,8,8,8,8,8,8,,
Other Income,88,48,60,194,114,128,145,117,72,80,,
Interest,60,47,69,42,54,67,58,69,142,167,,
Depreciation,159,212,374,414,498,639,731,870,1037,1093,,
Profit before tax,1222,1422,1745,1483,2064,3060,3461,3673,4082,4207,,
Tax %,34,37,25,26,28,22,27,26,27,—,,
Net Profit,806,902,1301,1099,1492,2378,2536,2707,2970,3057,,
EPS in Rs,12.92,14.46,20.09,16.97,23.04,36.69,38.97,41.61,45.56,46.94,,
Dividend Payout %,0,0,0,0,0,0,0,0,0,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,624,624,624,648,648,648,648,651,651,652,,
Reserves,3218,4045,4963,10432,11536,13030,15430,18047,20777,23812,,
Borrowings,1497,439,700,333,393,647,643,592,820,2425,,
Other Liabilities,480,540,718,663,1079,1146,1383,1882,2065,2629,,
Total Liabilities,5819,5648,7006,12076,13655,15471,18105,21172,24313,29518,,
Fixed Assets,2578,3400,4400,5948,7009,9260,11340,13415,16206,20090,,
CWIP,153,147,377,364,1020,1129,829,935,1099,1300,,
Investments,26,68,17,15,3,6,202,107,3,4,,
Other Assets,3063,2033,2212,5749,5624,5076,5733,6716,7004,8123,,
Total Assets,5819,5648,7006,12076,13655,15471,18105,21172,24313,29518,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,455,730,807,1280,1375,1372,2630,2746,2463,3467,,
Cash from Investing Activity,-2482,464,-958,-4657,-1110,-1289,-2313,-2468,-2185,-4207,,
Cash from Financing Activity,2025,-1159,209,3357,-180,-179,-205,-148,-259,288,,
Net Cash Flow,-1,34,57,-19,86,-96,112,130,18,-452,,
Free Cash Flow,-180,-179,-602,-426,-652,-1017,424,24,-954,-646,,
CFO/OP,74,84,80,83,94,77,92,85,76,87,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,1,1,1,0,1,1,1,1,1,1,,
Inventory Days,34,34,35,34,40,38,33,33,36,37,,
Days Payable,9,9,10,8,10,8,8,8,8,8,,
Cash Conversion Cycle,26,25,26,26,30,31,26,26,30,29,,
Working Capital Days,4,16,11,22,23,23,20,25,23,18,,
ROCE %,21,24,26,20,13,16,20,19,18,17,,
