Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,20.73%,29.03%,214.65%
,ebitda margin growth,0.54%,-2.05%,-4.79%,20.06%
,net income growth,-3.78%,16.49%,24%,33%
,revenue growth,7.33%,23.39%,17%,22%
,roce,-0.52%,1.11%,-1.75%,24.04%
,roe,-3.78%,-1.17%,22.12%,65.19%
