Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,1197,1236,1261,1077,1191,1106,1004,1111,1031,999,949,1201
Expenses,535,430,580,462,700,500,426,261,426,436,458,500
Operating Profit,663,806,681,615,491,607,578,850,605,563,491,700
OPM %,55,65,54,57,41,55,58,76,59,56,52,58
Other Income,17,25,-831,17,21,14,23,10,13,105,20,24
Interest,388,400,407,370,343,318,274,251,254,248,246,247
Depreciation,13,14,14,16,15,16,16,17,19,20,22,22
Profit before tax,278,417,-572,245,154,287,311,593,344,400,243,456
Tax %,26,23,18,24,6,28,25,23,26,24,34,19
Net Profit,206,322,-674,187,144,207,235,459,262,318,162,369
EPS in Rs,2.04,2.91,-2.39,1.79,2.43,2.19,2.19,4.75,2.82,3.27,1.73,3.05
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,3062,3494,3446,3211,3724,3292,4787,4410,4223,4180,,
Expenses,767,743,933,1009,1296,1170,2017,2087,1581,1821,,
Operating Profit,2295,2751,2513,2202,2429,2122,2770,2323,2641,2360,,
OPM %,75,79,73,69,65,64,58,53,63,56,,
Other Income,35,6,8,15,39,51,-802,43,17,162,,
Interest,1139,1446,1386,1111,1082,1179,1562,1305,999,995,,
Depreciation,26,27,41,40,38,42,53,64,78,84,,
Profit before tax,1165,1283,1094,1067,1348,953,353,997,1580,1443,,
Tax %,33,35,29,24,26,26,92,23,26,—,,
Net Profit,785,837,778,808,992,709,31,774,1201,1111,,
EPS in Rs,7.17,6.81,6.48,6.19,8.1,6.26,4.29,8.59,12.57,10.87,,
Dividend Payout %,25,15,3,8,20,43,47,31,26,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,79,84,84,84,95,95,95,96,96,96,,
Reserves,3240,4471,5048,5555,6905,7591,8041,8395,9632,10562,,
Borrowings,9444,14988,13991,11756,12405,13498,15939,16228,11507,11635,,
Other Liabilities,3782,2664,3517,3351,3973,4477,5137,4874,3112,4045,,
Total Liabilities,16545,22206,22640,20746,23378,25661,29213,29592,24347,26337,,
Fixed Assets,474,427,424,450,423,414,505,572,579,625,,
CWIP,2,3,1,1,1,3,7,4,10,160,,
Investments,2156,2388,2933,4014,5802,3639,3584,4724,5464,6209,,
Other Assets,13913,19388,19282,16280,17153,21605,25116,24292,18294,19343,,
Total Assets,16545,22206,22640,20746,23378,25661,29213,29592,24347,26337,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,-2546,-3584,773,3164,969,-3203,-2449,3635,5569,581,,
Cash from Investing Activity,-326,-708,-148,-901,-2249,2616,-443,-2090,-2475,-532,,
Cash from Financing Activity,2424,4540,-522,-2205,1296,1024,2153,162,-4786,-116,,
Net Cash Flow,-448,247,103,58,16,437,-739,1708,-1692,-68,,
Free Cash Flow,-2610,-3605,755,3154,963,-3220,-2573,3582,5536,526,,
CFO/OP,-125,-136,46,141,58,-113,-102,145,249,30,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,182,102,72,34,58,49,135,43,53,124,,
Cash Conversion Cycle,182,102,72,34,58,49,135,43,53,124,,
Working Capital Days,-244,-308,-71,235,288,230,411,105,89,107,,
ROCE %,15,13,13,12,10,11,8,10,9,12,,
