Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,44.51%,42.23%,42.23%,42.23%,42.22%,41.69%,41.61%,41.54%,41.49%,41.44%,41.44%,41.28%
FIIs,9.03%,8.71%,8.85%,10.22%,10.66%,12.64%,12.17%,12.66%,12.77%,12.61%,12.21%,11.21%
DIIs,4.22%,4.92%,11.87%,12.45%,13.29%,13.29%,13.83%,14.46%,15.57%,16.28%,16.75%,16.67%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,31.68%,33.64%,28.85%,27.11%,26.31%,25.17%,25.15%,24.39%,23.27%,22.72%,22.81%,23.97%
Others,10.56%,10.49%,8.2%,7.99%,7.52%,7.2%,7.24%,6.95%,6.9%,6.94%,6.8%,6.88%
No. of Shareholders,107640,108246,107011,118928,126722,126023,125719,118705,119631,113020,112286,124851
