Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,3043,3348,3579,2856,4001,4662,5268,3807,4292,4731,5013,5302
Expenses,2666,2592,2491,1935,2469,2351,2525,2329,2370,2558,2663,2595
Operating Profit,378,756,1088,921,1533,2311,2743,1478,1923,2173,2349,2708
OPM %,12,23,30,32,38,50,52,39,45,46,47,51
Other Income,69,50,511,61,72,99,126,124,151,194,202,174
Interest,4,2,9,3,4,19,32,8,8,60,24,10
Depreciation,186,154,240,174,180,286,88,178,174,182,211,182
Profit before tax,256,650,1350,804,1420,2105,2748,1415,1892,2126,2316,2690
Tax %,27,28,26,27,26,26,25,26,24,25,26,26
Net Profit,187,471,997,588,1046,1566,2067,1049,1430,1595,1722,2003
EPS in Rs,1.02,2.56,5.43,3.2,5.7,8.53,11.26,5.71,7.79,8.69,9.38,10.91
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,9509,11499,8472,8956,14181,14257,13149,16788,17843,19338,,
Expenses,8113,8607,7985,7174,9665,11917,10348,9280,9915,10185,,
Operating Profit,1397,2893,487,1782,4516,2340,2801,7508,7928,9153,,
OPM %,15,25,6,20,32,16,21,45,44,47,,
Other Income,1124,327,273,147,298,234,678,357,666,721,,
Interest,2,2,6,7,23,13,17,59,100,101,,
Depreciation,480,476,530,606,837,716,750,728,745,749,,
Profit before tax,2039,2741,224,1316,3954,1845,2712,7078,7749,9023,,
Tax %,34,37,39,1,25,22,27,26,25,—,,
Net Profit,1342,1734,136,1299,2951,1435,1988,5268,5797,6751,,
EPS in Rs,6.94,9.29,0.73,7.07,16.07,7.81,10.83,28.68,31.56,36.77,,
Dividend Payout %,82,62,205,49,40,58,46,37,36,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,966,966,933,933,918,918,918,918,918,918,,
Reserves,9239,9537,9552,9054,9761,11634,12208,13470,16887,20685,,
Borrowings,51,45,67,12,102,77,105,96,182,60,,
Other Liabilities,4245,4064,4596,4549,3928,4646,4396,4751,4895,4881,,
Total Liabilities,14501,14613,15147,14548,14709,17276,17627,19235,22882,26544,,
Fixed Assets,7144,7139,7286,7485,7660,7343,7303,7383,7651,7551,,
CWIP,566,915,883,1427,1575,2235,3269,4573,5033,6395,,
Investments,1260,710,257,331,560,375,359,342,774,533,,
Other Assets,5531,5849,6722,5306,4913,7322,6696,6938,9424,12065,,
Total Assets,14501,14613,15147,14548,14709,17276,17627,19235,22882,26544,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,1436,1590,2409,-349,2199,3958,908,2719,5806,6438,,
Cash from Investing Activity,1550,-490,-532,873,-1404,-2619,-334,-2000,-3971,-4200,,
Cash from Financing Activity,-3616,-1100,-1731,-677,-601,-1140,-924,-739,-1758,-2206,,
Net Cash Flow,-630,1,146,-153,195,199,-350,-20,78,32,,
Free Cash Flow,674,765,1649,-1195,992,2685,-617,1075,4641,4413,,
CFO/OP,153,148,119,-51,129,104,71,120,100,105,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,9,10,8,6,6,2,2,4,4,4,,
Inventory Days,389,288,231,463,411,324,213,252,353,261,,
Days Payable,284,232,245,211,262,287,146,206,137,114,,
Cash Conversion Cycle,114,66,-7,258,156,39,69,50,221,152,,
Working Capital Days,-24,-11,-28,-9,11,-10,4,6,-7,-6,,
ROCE %,9,11,26,2,13,34,14,17,44,40,,
