Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,35.67%,242.56%,—
,ebitda margin growth,12.34%,12.78%,40.59%,—
,net income growth,12.18%,68.52%,110%,74%
,revenue growth,8.52%,28.23%,33%,58%
,roce,18.5%,16.67%,217.62%,2.59%
,roe,12.18%,18.16%,3.42%,-254.64%
