Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,67.88%,82.02%,115%
,ebitda margin growth,-14%,1.53%,0.12%,0.12%
,net income growth,-27.66%,81.67%,36%,13%
,revenue growth,-17.71%,21.76%,18%,16%
,roce,-18.43%,26.68%,21.94%,16.73%
,roe,-27.65%,52%,10.73%,10.07%
