Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-334.21%,-619.2%,-188.26%
,ebitda margin growth,-44.26%,-7.57%,-21.04%,-12.15%
,net income growth,-45.24%,-13.37%,40%,4%
,revenue growth,-29.25%,4.28%,29%,12%
,roce,-47.6%,-12.36%,-16.62%,16.26%
,roe,-45.22%,-17.73%,14.23%,-4.98%
