Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,34,56,73,292,334,393,426,327,376,290,428,449
Expenses,72,67,76,228,257,251,243,239,269,273,336,326
Operating Profit,-39,-10,-3,64,77,142,183,88,106,17,92,123
OPM %,-114,-19,-3.8,22,23,36,43,27,28,6,21,27
Other Income,-32,-74,3,-1,-1,-94,2,2,3,-2,2,0
Interest,25,26,20,42,45,46,33,27,34,38,23,31
Depreciation,18,20,20,68,68,69,68,68,70,70,72,72
Profit before tax,-114,-130,-40,-47,-37,-67,83,-4,6,-93,0,20
Tax %,0,0,0,-88,12,4,-19,-96,-83,-5,-1630,-23
Net Profit,-114,-130,-40,-6,-42,-69,98,0,10,-89,5,25
EPS in Rs,—,—,—,—,—,-6.02,8.61,-0.02,0.92,-7.74,0.4,2.18
Item,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,,,,
---,---,---,---,---,---,---,---,,,,,
Sales,21,132,39,172,1445,1422,1543,,,,,
Expenses,93,229,199,254,978,1117,1204,,,,,
Operating Profit,-71,-97,-161,-82,467,304,339,,,,,
OPM %,-334,-73,-415,-48,32,21,22,,,,,
Other Income,1,4,-526,-143,-94,5,2,,,,,
Interest,16,68,48,89,166,122,126,,,,,
Depreciation,34,70,66,76,274,279,283,,,,,
Profit before tax,-121,-231,-800,-391,-68,-92,-67,,,,,
Tax %,0,0,0,0,-73,-20,—,,,,,
Net Profit,-121,-231,-800,-391,-18,-74,-49,,,,,
EPS in Rs,—,—,—,—,-1.57,-6.44,-4.24,,,,,
Dividend Payout %,0,0,0,0,0,0,—,,,,,
Item,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,,,,
---,---,---,---,---,---,---,,,,,,
Equity Capital,2,3,4,4,11,11,,,,,,
Reserves,774,1009,781,392,5869,5820,,,,,,
Borrowings,386,1154,864,562,772,1504,,,,,,
Other Liabilities,96,276,365,468,1005,875,,,,,,
Total Liabilities,1258,2442,2015,1426,7657,8210,,,,,,
Fixed Assets,633,1231,1361,863,6118,6233,,,,,,
CWIP,431,490,334,188,218,314,,,,,,
Investments,0,0,4,20,16,16,,,,,,
Other Assets,195,722,314,356,1305,1648,,,,,,
Total Assets,1258,2442,2015,1426,7657,8210,,,,,,
Item,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,,,,
---,---,---,---,---,---,---,,,,,,
Cash from Operating Activity,-118,-416,-163,-107,-68,9,,,,,,
Cash from Investing Activity,-207,-692,-68,511,-201,-495,,,,,,
Cash from Financing Activity,381,1162,118,-391,412,359,,,,,,
Net Cash Flow,56,54,-112,13,143,-127,,,,,,
Free Cash Flow,-325,-1071,-207,-171,-196,-561,,,,,,
CFO/OP,164,430,108,130,-13,6,,,,,,
Item,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,,,,
---,---,---,---,---,---,---,,,,,,
Debtor Days,38,65,36,117,105,177,,,,,,
Inventory Days,87,1805,615,258,222,360,,,,,,
Days Payable,762,410,420,163,147,307,,,,,,
Cash Conversion Cycle,-637,1461,232,212,180,230,,,,,,
Working Capital Days,-2392,-1291,-6745,-877,-58,-29,,,,,,
ROCE %,—,-10,-12,-12,6,1,,,,,,
