Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-40.27%,-12.89%,200.79%
,ebitda margin growth,20.07%,22.71%,9.01%,8.87%
,net income growth,22.22%,57.96%,39%,31%
,revenue growth,7.99%,27.51%,20%,29%
,roce,20.78%,29.13%,12.36%,22.78%
,roe,22.22%,32.04%,16.63%,11.75%
