Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-64.82%,-71.5%,—
,ebitda margin growth,20.93%,-105.37%,-113.9%,-163.92%
,net income growth,-17.3%,347.34%,101.56%,-250.04%
,revenue growth,-30.79%,-31.28%,-92%,-85%
,roce,22.69%,330.54%,145.87%,-22.6%
,roe,-17.3%,258.94%,11.73%,-89.52%
