Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,903,540,664,832,971,622,665,1048,914,552,671,1054
Expenses,715,474,526,670,729,521,548,828,697,456,539,819
Operating Profit,188,66,139,162,242,101,117,220,217,96,133,235
OPM %,21,12,21,19,25,16,18,21,24,17,20,22
Other Income,25,27,27,26,31,31,31,39,39,22,32,74
Interest,1,1,1,1,1,1,1,1,2,2,2,2
Depreciation,16,16,16,14,15,18,16,15,16,16,16,16
Profit before tax,196,76,149,173,257,113,132,242,238,100,147,291
Tax %,27,27,26,26,26,25,25,26,25,25,25,26
Net Profit,144,55,109,128,191,84,98,180,178,75,111,217
EPS in Rs,2.88,1.1,2.19,2.57,3.82,1.69,1.97,3.6,3.56,1.5,2.22,4.34
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,1911,2223,2423,2643,3060,3511,2833,3090,3186,3192,,
Expenses,1691,1932,2088,2155,2458,2843,2358,2467,2520,2511,,
Operating Profit,219,291,335,488,603,668,474,623,666,680,,
OPM %,11,13,14,18,20,19,17,20,21,21,,
Other Income,31,0,-20,19,36,45,96,119,131,166,,
Interest,5,5,7,7,8,6,5,6,7,7,,
Depreciation,24,28,41,47,45,52,61,63,63,64,,
Profit before tax,221,258,267,453,586,655,503,674,727,776,,
Tax %,34,35,23,24,26,23,27,26,25,—,,
Net Profit,145,167,206,345,434,503,370,502,543,580,,
EPS in Rs,—,—,4.12,6.92,8.69,10.09,7.41,10.06,10.88,11.62,,
Dividend Payout %,0,38,18,12,12,12,80,12,12,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,275,275,275,499,499,499,499,499,499,499,,
Reserves,360,665,761,710,1029,1425,1881,1941,2397,2885,,
Borrowings,0,10,20,36,33,38,34,25,45,53,,
Other Liabilities,288,695,791,848,1097,1047,955,822,988,997,,
Total Liabilities,922,1644,1846,2093,2658,3009,3368,3287,3930,4434,,
Fixed Assets,53,267,279,319,309,390,430,489,482,499,,
CWIP,7,9,8,10,14,35,71,23,28,20,,
Investments,277,2,1,87,291,357,239,425,601,1226,,
Other Assets,585,1367,1558,1676,2043,2227,2628,2351,2819,2690,,
Total Assets,922,1644,1846,2093,2658,3009,3368,3287,3930,4434,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,-21,49,75,222,424,223,389,756,458,443,,
Cash from Investing Activity,-289,-40,-35,-118,-282,-281,-327,-426,-405,-329,,
Cash from Financing Activity,276,7,-65,-61,-47,-63,-73,-331,-65,-81,,
Net Cash Flow,-34,16,-26,43,95,-120,-10,-1,-11,33,,
Free Cash Flow,-310,6,36,184,382,111,270,695,431,404,,
CFO/OP,14,60,56,90,109,61,83,187,100,91,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,101,105,110,128,117,101,98,91,90,81,,
Inventory Days,191,202,193,133,185,198,157,135,154,166,,
Days Payable,115,176,136,112,145,110,87,96,107,86,,
Cash Conversion Cycle,177,131,167,150,157,189,168,131,136,161,,
Working Capital Days,113,113,116,109,95,127,136,173,183,155,,
ROCE %,22,29,27,26,33,34,30,21,25,23,,
