Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-277.67%,-58.63%,-848.7%
,ebitda margin growth,43.8%,47.54%,100.35%,-74.88%
,net income growth,32.8%,-19.46%,-12%,133.74%
,revenue growth,59.21%,-54.32%,-5%,383%
,roce,-37.23%,-32.27%,-40.01%,-26.67%
,roe,-32.8%,-43.6%,-61.73%,337.69%
