Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,73.15%,73.15%,73.15%,73.15%,70.08%,70.08%,70.08%,70.08%,70.08%,70.08%,70.08%,70.08%
FIIs,2.65%,3.1%,4.82%,5.51%,8.32%,5.7%,5.7%,5.52%,5.67%,5.94%,6.39%,5.93%
DIIs,13.8%,13.73%,12.36%,10.77%,11.95%,14.31%,14.67%,15.07%,15.54%,16.08%,16.05%,16.07%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,9.06%,8.76%,8.56%,9.1%,8.47%,8.71%,8.55%,8.33%,7.71%,6.98%,6.6%,7%
Others,1.34%,1.26%,1.11%,1.47%,1.18%,1.19%,0.99%,1.01%,1%,0.92%,0.87%,0.91%
No. of Shareholders,2083550,2163620,2353620,2529280,2540940,2640520,2653660,2574690,2455480,2309000,2222890,2231530
