Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,2.92%,20.9%,105.62%
,ebitda margin growth,14.87%,-7.91%,-3.13%,-30.91%
,net income growth,274.49%,515.94%,338.14%,12%
,revenue growth,9.98%,13.61%,23%,38%
,roce,67.62%,-34.4%,-9.64%,9.02%
,roe,-273.78%,361.22%,-1.16%,-109.93%
